"score","name","website","rating","web tech","scraped email","first name","last name","full name","map link","address","phone","scraped phone numbers","created at","latitude","longitude","google rank","number of reviews","search keywords","contact page link","social media links"
"2","LG Best Shop-CONNEXIONS ARCADE","http://www.lg.com/in","5","unknown","notifyclaim@cholams.murugappa.com","notifyclaim","","notifyclaim","","Connexions Arcade, 71, The Mall, Shimla, Himachal Pradesh 171001","098160 45550","1800 180 999, 91-11-402329, 1800-315-999, 1800-180-989, 9711709999, 1800-180-357, 1800-180-999, 1800 315 999, 1800-200-554","2021-11-24T02:25:10.217441","31.1036869","77.1757957","5","419","Golf Equipment Shimla, India","https://www.lg.com/in/about-lg/press-and-media/media-contacts","https://www.linkedin.com/company/lg-electronics-india-pvt-ltd, https://www.facebook.com/LGIndiaPage/, https://www.youtube.com/user/LGIndiachannel, @lgindia, https://twitter.com/lgindia, https://www.instagram.com/lg_india/"
"2","Total Sports & Fitness","http://totalsf.in/","4.1","drupal","support@totalsf.in","support","","support","","Sai Udyan, Plot No. 25, Sector No. 14 Juhu Nagar, 6, Vashi Kopar Khairane Rd, opp. Gaodevi Temple, Vashi, Navi Mumbai, Maharashtra 400703","022 2789 5087","8600107014","2021-11-24T02:25:23.083044","19.083797399999998","73.0014644","14","996","Golf Equipment Ulhasnagar, India","","https://github.com/twbs/bootstrap/graphs/contributors, https://www.facebook.com/TotalSportsAndFitness, https://www.instagram.com/totalsportsandfitness, https://github.com/twbs/bootstrap/blob/master/LICENSE, https://github.com/KingSora/OverlayScrollbars, https://twitter.com/TotalsportsIndi, https://github.com/KingSora"
"2","7Sports","https://7sports.in/","4","unknown","support@7sports.in","support","","support","","89, 4th Ave, Ashok Nagar, Chennai, Tamil Nadu 600083","098416 22206","+917401277777","2021-11-24T02:25:11.306522","13.039091899999999","80.21433090000001","19","206","Golf Equipment Pallavaram, India","",""
"2","Decathlon Sports India ,Teynampet","http://decathlon.in/","4.5","unknown","care.india@decathlon.com","India","","India","","Ramee Mall 365, Poes Road, Anna Salai, Subbarayan Nagar, Teynampet, Chennai, Tamil Nadu 600017","093539 03276","7676798989","2021-11-24T02:25:11.306978","13.0427682","80.2486005","5","7991","Golf Equipment Pallavaram, India","","https://www.instagram.com/decathlonsportsindia/, https://www.facebook.com/decathlonindia/, https://twitter.com/decathlon_india, https://www.youtube.com/user/decathlonsportindia, https://www.facebook.com/decathlonindia"
"2","LG Best Shop - VIJAY TV & VIDEO HOME","http://www.lg.com/in","3.2","unknown","notifyclaim@cholams.murugappa.com","notifyclaim","","notifyclaim","","Vijay TV & Video Home, 2-1-23, Athri's Arcade, Gandhi Chowk, Tenali, Andhra Pradesh 522201","086442 38827","1800-180-999, 1800-180-357, 1800-315-999, 9711709999, 91-11-402329, 1800 315 999, 1800 180 999, 1800-200-554, 1800-180-989","2021-11-24T02:25:21.052938","16.250684400000004","80.6501979","10","37","Golf Equipment Tenali, India","https://www.lg.com/in/about-lg/press-and-media/media-contacts","@lgindia, https://www.facebook.com/LGIndiaPage/, https://twitter.com/lgindia, https://www.linkedin.com/company/lg-electronics-india-pvt-ltd, https://www.instagram.com/lg_india/, https://www.youtube.com/user/LGIndiachannel"
"2","World of Golf and Sports","https://worldofgolf.co.in/","4.1","woocommerce","info@worldofgolf.co.in","info","","info","","Shop 18, Kumar Pavillion, East Street, Camp, Near Victory Theatre, Opp Kayani Bakery, Pune, Maharashtra 411001","093733 11129","093733 11129, 9373311129, +91 902132 2132","2021-11-24T02:24:52.555984","18.5140717","73.8796536","2","15","Golf Equipment Pimpri-Chinchwad, India","https://worldofgolf.co.in/contact-us/",""
"2","World of Golf and Sports","https://worldofgolf.co.in/","4.1","woocommerce","info@worldofgolf.co.in","info","","info","","Shop 18, Kumar Pavillion, East Street, Camp, Near Victory Theatre, Opp Kayani Bakery, Pune, Maharashtra 411001","093733 11129","9373311129, +91 902132 2132, 093733 11129","2021-11-24T02:25:10.600687","18.5140717","73.8796536","6","15","Golf Equipment Vijayanagaram, India","https://worldofgolf.co.in/contact-us/",""
"2","PUMA Factory Outlet","https://in.puma.com/","3.9","unknown","customercareindia@puma.com","customercareindia","","customercareindia","","Shop No 7 & 8, Kamla Cross Building Opposite PCMC Building, Old Mumbai Rd, Pimpri-Chinchwad, Maharashtra 411018","020 6630 0294","4063699713, 4060981878, 4062449508, 4063697805, 4063699663, 4063699658, 4064535314, 4063698079, 4064533045, 4062452521, 4063697878, 4062451522","2021-11-24T02:24:52.556960","18.628604499999998","73.8031771","13","60","Golf Equipment Pimpri-Chinchwad, India","","http://www.pinterest.com/puma/, https://www.facebook.com/puma, http://instagram.com/pumaindia, http://www.youtube.com/puma/, https://twitter.com/puma"
"2","Decathlon Thane","http://www.decathlon.in/","4.5","unknown","care.india@decathlon.com","India","","India","","Level 1 Big Shopping Center, Ghodbunder Rd, Kasarvadavali, Gaon, Thane, Maharashtra 400615","096192 97688","7676798989","2021-11-24T02:25:23.081842","19.2681929","72.96505859999999","18","6494","Golf Equipment Ulhasnagar, India","","https://twitter.com/decathlon_india, https://www.facebook.com/decathlonindia/, https://www.facebook.com/decathlonindia, https://www.youtube.com/user/decathlonsportindia, https://www.instagram.com/decathlonsportsindia/"
"2","Exide Industries Service Center","https://www.exideindustries.com/","4.2","unknown","exidecare@exide.co.in","exidecare","","exidecare","","D. No. 7, , 78, Main Rd, near Gosala, Simhachalam, Visakhapatnam, Andhra Pradesh 530028","089125 33477","(033) 22832175, 9223009988, 1800103545, +91 9830112241, +91 33 2302 3400, 1800-103-545, +91 8978300297","2021-11-24T02:25:10.601968","17.7718485","83.23834219999999","20","34","Golf Equipment Vijayanagaram, India","https://www.exideindustries.com/contact/default.aspx?opt=1#mydiv","https://www.youtube.com/embed/m5movo26Ovg?rel=0, https://www.youtube.com/embed/_Wz4kecAmVo, https://www.youtube.com/embed/PYtFUxyG45A?rel=0&autoplay=1, https://www.youtube.com/embed/NTcxJpyYe_E?rel=0&autoplay=1"
"2","Exide Industries Service Center","https://www.exideindustries.com/","4.2","unknown","exideindustrieslimited@exide.co.in","exideindustrieslimited","","exideindustrieslimited","","D. No. 7, , 78, Main Rd, near Gosala, Simhachalam, Visakhapatnam, Andhra Pradesh 530028","089125 33477","(033) 22832175, 9223009988, 1800103545, +91 9830112241, +91 33 2302 3400, 1800-103-545, +91 8978300297","2021-11-24T02:25:10.601968","17.7718485","83.23834219999999","20","34","Golf Equipment Vijayanagaram, India","https://www.exideindustries.com/contact/default.aspx?opt=1#mydiv","https://www.youtube.com/embed/m5movo26Ovg?rel=0, https://www.youtube.com/embed/_Wz4kecAmVo, https://www.youtube.com/embed/PYtFUxyG45A?rel=0&autoplay=1, https://www.youtube.com/embed/NTcxJpyYe_E?rel=0&autoplay=1"
"2","Exide Industries Service Center","https://www.exideindustries.com/","4.2","unknown","investor.agm2020@exide.co.in","Investor","","Investor","","D. No. 7, , 78, Main Rd, near Gosala, Simhachalam, Visakhapatnam, Andhra Pradesh 530028","089125 33477","(033) 22832175, 9223009988, 1800103545, +91 9830112241, +91 33 2302 3400, 1800-103-545, +91 8978300297","2021-11-24T02:25:10.601968","17.7718485","83.23834219999999","20","34","Golf Equipment Vijayanagaram, India","https://www.exideindustries.com/contact/default.aspx?opt=1#mydiv","https://www.youtube.com/embed/m5movo26Ovg?rel=0, https://www.youtube.com/embed/_Wz4kecAmVo, https://www.youtube.com/embed/PYtFUxyG45A?rel=0&autoplay=1, https://www.youtube.com/embed/NTcxJpyYe_E?rel=0&autoplay=1"
"2","Exide Industries Service Center","https://www.exideindustries.com/","4.2","unknown","madhusudan.chari@exide.co.in","Madhusudan","Chari","Madhusudan Chari","","D. No. 7, , 78, Main Rd, near Gosala, Simhachalam, Visakhapatnam, Andhra Pradesh 530028","089125 33477","(033) 22832175, 9223009988, 1800103545, +91 9830112241, +91 33 2302 3400, 1800-103-545, +91 8978300297","2021-11-24T02:25:10.601968","17.7718485","83.23834219999999","20","34","Golf Equipment Vijayanagaram, India","https://www.exideindustries.com/contact/default.aspx?opt=1#mydiv","https://www.youtube.com/embed/m5movo26Ovg?rel=0, https://www.youtube.com/embed/_Wz4kecAmVo, https://www.youtube.com/embed/PYtFUxyG45A?rel=0&autoplay=1, https://www.youtube.com/embed/NTcxJpyYe_E?rel=0&autoplay=1"
"2","Exide Industries Service Center","https://www.exideindustries.com/","4.2","unknown","shubhankarp@exide.co.in","Shu","Bhankarp","Shu Bhankarp","","D. No. 7, , 78, Main Rd, near Gosala, Simhachalam, Visakhapatnam, Andhra Pradesh 530028","089125 33477","(033) 22832175, 9223009988, 1800103545, +91 9830112241, +91 33 2302 3400, 1800-103-545, +91 8978300297","2021-11-24T02:25:10.601968","17.7718485","83.23834219999999","20","34","Golf Equipment Vijayanagaram, India","https://www.exideindustries.com/contact/default.aspx?opt=1#mydiv","https://www.youtube.com/embed/m5movo26Ovg?rel=0, https://www.youtube.com/embed/_Wz4kecAmVo, https://www.youtube.com/embed/PYtFUxyG45A?rel=0&autoplay=1, https://www.youtube.com/embed/NTcxJpyYe_E?rel=0&autoplay=1"
"2","LG Best Shop-D K ELECTRONICS","http://www.lg.com/in","4.1","unknown","notifyclaim@cholams.murugappa.com","notifyclaim","","notifyclaim","","SHOP NO.690, SHIVAJI MAHARAJ CHOWK, near MAHA SAMRAT HOTEL, opp. RKT COLLEGE, Ulhasnagar, Maharashtra 421003","080874 55666","1800 315 999, 9711709999, 1800-180-989, 1800-200-554, 91-11-402329, 1800-180-999, 1800-315-999, 1800-180-357, 1800 180 999","2021-11-24T02:25:23.083447","19.2260039","73.1585554","19","21","Golf Equipment Ulhasnagar, India","https://www.lg.com/in/about-lg/press-and-media/media-contacts","https://www.facebook.com/LGIndiaPage/, https://www.instagram.com/lg_india/, https://www.linkedin.com/company/lg-electronics-india-pvt-ltd, @lgindia, https://www.youtube.com/user/LGIndiachannel, https://twitter.com/lgindia"
"2","Decathlon Sports India, Mogappair","http://www.decathlon.in/","4.5","unknown","care.india@decathlon.com","India","","India","","Plot No -115","095139 55601","9019714361, 9620915791, 9513210553, 8095066822, 9538377844, 9925133996, 9513992355, 9513992350, 9873284742, 9072028888, 8431910066, 8095140680","2021-11-24T02:25:11.306428","13.0839979","80.1609027","18","7157","Golf Equipment Pallavaram, India","","https://www.youtube.com/user/decathlonsportindia, https://www.facebook.com/decathlonindia/, https://twitter.com/decathlon_india, https://www.instagram.com/decathlonsportsindia/, https://www.facebook.com/decathlonindia"
"2","Shoe Palace","https://www.shoepalace.com/","4","shopify","privacy@shoepalace.com","privacy","","privacy","","G82R 2R4 , Erezha, Mullakkal, Alappuzha, Kerala 688011","","1-888-772-522","2021-11-24T02:25:09.041647","9.5000131","76.34208","11","1","Golf Equipment Alappuzha, India","https://www.shoepalace.com/pages/contact-us?mnid=contactus","https://www.instagram.com/shoepalace, https://www.pinterest.com/shoepalace/, https://twitter.com/shoepalace, https://www.facebook.com/ShoePalace/"
"2","LG Best Shop - FAIRGROWTH MARKETING","http://www.lg.com/in","1.7","unknown","notifyclaim@cholams.murugappa.com","notifyclaim","","notifyclaim","","#19-1-2","091002 25103","1800 315 999, 91-11-402329, 1800-315-999, 1800-180-989, 1800-180-999, 1800-200-554, 9711709999, 1800-180-357, 1800 180 999","2021-11-24T02:25:10.599087","18.1201829","83.43763899999999","8","6","Golf Equipment Vijayanagaram, India","https://www.lg.com/in/about-lg/press-and-media/media-contacts","https://www.linkedin.com/company/lg-electronics-india-pvt-ltd, https://www.youtube.com/user/LGIndiachannel, https://www.instagram.com/lg_india/, https://twitter.com/lgindia, @lgindia, https://www.facebook.com/LGIndiaPage/"
"2","PUMA Store","http://in.puma.com/","4.1","unknown","customercareindia@puma.com","customercareindia","","customercareindia","","Shop No 04, , Metro Plaza, Ambedkar Cir, Adarsh Nagar, Pali, Rajasthan 306401","077289 80601","4062449567, 4063699717, 4064533929, 4063699884, 4064535017, 4059506605, 4059506122, 4062453748, 4062449831, 4063699894, 4063699497, 4059507830","2021-11-24T02:25:33.250886","25.778161899999997","73.33156129999999","1","7","Golf Equipment Pali, India","","http://instagram.com/pumaindia, http://www.youtube.com/puma/, http://www.pinterest.com/puma/, https://www.facebook.com/puma, https://twitter.com/puma"
